molecule_chembl_id,pref_name,canonical_smiles,standard_inchi_key,full_mwt,full_molformula,alogp,np_likeness_score,natural_product,compound_id,name,domain,chemical_class,label_source,smiles_final,standard_id,er_alpha_active,er_alpha_active_max_pchembl,ahr_active,ahr_active_max_pchembl,ar_active,ar_active_max_pchembl,esr1_binding,esr1_binding_max_pchembl,esr1_agonism,esr1_agonism_max_pchembl,esr1_antagonism,esr1_antagonism_max_pchembl,esr1_reporter,esr1_reporter_max_pchembl,ahr_binding,ahr_binding_max_pchembl,ahr_agonism,ahr_agonism_max_pchembl,ahr_reporter,ahr_reporter_max_pchembl,ar_binding,ar_binding_max_pchembl,ar_agonism,ar_agonism_max_pchembl,ar_antagonism,ar_antagonism_max_pchembl,ar_reporter,ar_reporter_max_pchembl,mie_receptor_binding,mie_receptor_binding_max_pchembl,mie_receptor_agonism,mie_receptor_agonism_max_pchembl,mie_receptor_antagonism,mie_receptor_antagonism_max_pchembl,reporter_response,reporter_response_max_pchembl,measured_tasks
CHEMBL16863,,CN1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4N(C=O)CCC(C)(C)C)C3CC[C@@H]12,HAPCTYIHYYGVQQ-AXXVANDLSA-N,416.65,C26H44N2O2,5.11,1.1,0,CHEMBL16863,,generic_bioactive,,chembl_source_target_mie_curated,CN1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4N(C=O)CCC(C)(C)C)C3CC[C@@H]12,HAPCTYIHYYGVQQ-AXXVANDLSA-N,,,,,1.0,6.77,,,,,,,,,,,,,,,,,,,,,1.0,6.77,,,,,,,1,6.77,"ar_active,ar_reporter,reporter_response"
CHEMBL16927,,CN1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4N(C=O)C4CCCCC4)C3CC[C@@H]12,GWOHHTZQGRQPDS-XVJZUSICSA-N,414.63,C26H42N2O2,5.01,1.0,0,CHEMBL16927,,generic_bioactive,,chembl_source_target_mie_curated,CN1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4N(C=O)C4CCCCC4)C3CC[C@@H]12,GWOHHTZQGRQPDS-XVJZUSICSA-N,,,,,1.0,6.96,,,,,,,,,,,,,,,,,,,,,1.0,6.96,,,,,,,1,6.96,"ar_active,ar_reporter,reporter_response"
CHEMBL16972,,Cc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,GRFXAWPJDSUMSI-UHFFFAOYSA-N,252.27,C16H12O3,3.47,0.71,0,CHEMBL16972,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,GRFXAWPJDSUMSI-UHFFFAOYSA-N,,,,,0.0,4.96,,,,,,,,,,,,,,,0.0,4.96,0.0,4.96,0.0,4.96,0.0,4.96,0,4.96,0,4.96,0,4.96,0,4.96,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL1697793,ESTRADIOL MUSTARD,C[C@]12CC[C@@H]3c4ccc(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)Cc1ccc(N(CCCl)CCCl)cc1,LRSFXIJGHRPOQQ-VZRQQIPSSA-N,788.68,C42H50Cl4N2O4,9.41,0.48,0,CHEMBL1697793,ESTRADIOL MUSTARD,generic_bioactive,,chembl_source_target_mie_curated,C[C@]12CC[C@@H]3c4ccc(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)Cc1ccc(N(CCCl)CCCl)cc1,LRSFXIJGHRPOQQ-VZRQQIPSSA-N,1.0,5.52,,,,,1.0,5.52,,,,,,,,,,,,,,,,,,,,,1,5.52,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL1702774,,O=C(Oc1cccc2c(O)cccc12)c1ccccc1Cl,QEYPLJNCGQVHSF-UHFFFAOYSA-N,298.73,C17H11ClO3,4.42,-0.54,0,CHEMBL1702774,,generic_bioactive,,chembl_source_target_mie_curated,O=C(Oc1cccc2c(O)cccc12)c1ccccc1Cl,QEYPLJNCGQVHSF-UHFFFAOYSA-N,1.0,6.2,,,,,,,1.0,6.2,1.0,6.2,1.0,6.2,,,,,,,,,,,,,,,,,1,6.2,1,6.2,1,6.2,"er_alpha_active,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL17193,,CN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,STVGNGUBSHFAMR-OWZWAPLPSA-N,346.51,C21H34N2O2,3.31,1.46,0,CHEMBL17193,,generic_bioactive,,chembl_source_target_mie_curated,CN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,STVGNGUBSHFAMR-OWZWAPLPSA-N,,,,,1.0,5.83,,,,,,,,,,,,,,,,,,,,,1.0,5.83,,,,,,,1,5.83,"ar_active,ar_reporter,reporter_response"
CHEMBL17206,,CCCCCCCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,AAPWPJPYGFXASA-AHSFVRJSSA-N,430.68,C27H46N2O2,5.65,1.12,0,CHEMBL17206,,generic_bioactive,,chembl_source_target_mie_curated,CCCCCCCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,AAPWPJPYGFXASA-AHSFVRJSSA-N,,,,,1.0,7.24,,,,,,,,,,,,,,,,,,,,,1.0,7.24,,,,,,,1,7.24,"ar_active,ar_reporter,reporter_response"
CHEMBL17222,,CC(C)CCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,WAICHBXZTLQXKX-APZKOQPTSA-N,402.62,C25H42N2O2,4.72,1.11,0,CHEMBL17222,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)CCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,WAICHBXZTLQXKX-APZKOQPTSA-N,,,,,1.0,7.34,,,,,,,,,,,,,,,,,,,,,1.0,7.34,,,,,,,1,7.34,"ar_active,ar_reporter,reporter_response"
CHEMBL17268,,CC(C)N(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,LTWNPNPVOVXRJF-OOEVFNIMSA-N,374.57,C23H38N2O2,4.09,1.15,0,CHEMBL17268,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)N(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,LTWNPNPVOVXRJF-OOEVFNIMSA-N,,,,,1.0,6.79,,,,,,,,,,,,,,,,,,,,,1.0,6.79,,,,,,,1,6.79,"ar_active,ar_reporter,reporter_response"
CHEMBL1732228,,O=C(N/N=C/c1cccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1)c1cncc(Br)c1,NXGVLZVLFRXGGW-LSFURLLWSA-N,486.24,C19H12BrN5O6,4.22,-1.86,0,CHEMBL1732228,,generic_bioactive,,chembl_source_target_mie_curated,O=C(N/N=C/c1cccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1)c1cncc(Br)c1,NXGVLZVLFRXGGW-LSFURLLWSA-N,0.0,4.55,,,,,0.0,4.55,,,,,,,,,,,,,,,,,,,,,0,4.55,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL173270,,CCCN1C=N[C@@H](c2ccc(O)cc2Cl)[C@H]1c1ccc(O)cc1Cl,AGMBPZJFHBMGNN-ZWKOTPCHSA-N,365.26,C18H18Cl2N2O2,4.94,0.0,0,CHEMBL173270,,generic_bioactive,,chembl_source_target_mie_curated,CCCN1C=N[C@@H](c2ccc(O)cc2Cl)[C@H]1c1ccc(O)cc1Cl,AGMBPZJFHBMGNN-ZWKOTPCHSA-N,1.0,6.82,,,,,,,,,,,1.0,6.82,,,,,,,,,,,,,,,,,,,,,1,6.82,"er_alpha_active,esr1_reporter,reporter_response"
CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,KDGFLJKFZUIJMX-UHFFFAOYSA-N,482.63,C30H34N4O2,4.77,-0.21,1,CHEMBL1738797,ALECTINIB,natural_product,,chembl_source_target_mie_curated,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,KDGFLJKFZUIJMX-UHFFFAOYSA-N,1.0,5.57,,,1.0,5.14,,,1.0,5.57,,,1.0,5.57,,,,,,,,,1.0,5.14,,,1.0,5.14,,,1,5.57,,,1,5.57,"er_alpha_active,ar_active,esr1_agonism,esr1_reporter,ar_agonism,ar_reporter,mie_receptor_agonism,reporter_response"
CHEMBL1738889,ENOBOSARM,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,JNGVJMBLXIUVRD-SFHVURJKSA-N,389.33,C19H14F3N3O3,3.22,-1.37,0,CHEMBL1738889,ENOBOSARM,generic_bioactive,,chembl_source_target_mie_curated,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,JNGVJMBLXIUVRD-SFHVURJKSA-N,,,,,1.0,9.26,,,,,,,,,,,,,,,1.0,9.26,1.0,9.26,1.0,8.52,1.0,8.52,1,9.26,1,9.26,1,8.52,1,8.52,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL1738936,,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,PNCBJXVNIRRHJP-UHFFFAOYSA-N,404.54,C24H24N2O2S,5.59,-1.77,0,CHEMBL1738936,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1,PNCBJXVNIRRHJP-UHFFFAOYSA-N,,,,,0.0,4.88,,,,,,,,,,,,,,,0.0,4.88,,,,,0.0,4.88,0,4.88,,,,,0,4.88,"ar_active,ar_binding,ar_reporter,mie_receptor_binding,reporter_response"
CHEMBL1738937,,Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,KGCGDYADLNUQIH-UHFFFAOYSA-N,356.45,C19H20N2O3S,3.99,-1.82,0,CHEMBL1738937,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccc(OCCn2c(SCCC(=O)O)nc3ccccc32)cc1,KGCGDYADLNUQIH-UHFFFAOYSA-N,,,,,0.0,4.3,,,,,,,,,,,,,,,0.0,4.3,,,,,0.0,4.3,0,4.3,,,,,0,4.3,"ar_active,ar_binding,ar_reporter,mie_receptor_binding,reporter_response"
CHEMBL1741,CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,747.96,C38H69NO13,2.44,1.77,1,CHEMBL1741,CLARITHROMYCIN,natural_product,,chembl_source_target_mie_curated,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,,,,,0.0,4.54,,,,,,,,,,,,,,,0.0,4.54,,,,,,,0,4.54,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL174131,,N[C@H](c1ccc(O)cc1Cl)[C@@H](N)c1ccc(O)cc1Cl,FLWHMEPBYLAJEI-OKILXGFUSA-N,313.18,C14H14Cl2N2O2,3.1,0.05,0,CHEMBL174131,,generic_bioactive,,chembl_source_target_mie_curated,N[C@H](c1ccc(O)cc1Cl)[C@@H](N)c1ccc(O)cc1Cl,FLWHMEPBYLAJEI-OKILXGFUSA-N,1.0,5.82,,,,,,,,,,,1.0,5.82,,,,,,,,,,,,,,,,,,,,,1,5.82,"er_alpha_active,esr1_reporter,reporter_response"
CHEMBL17423,VESNARINONE,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,395.46,C22H25N3O4,2.55,-1.16,1,CHEMBL17423,VESNARINONE,natural_product,,chembl_source_target_mie_curated,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,,,,,1.0,5.6,,,,,,,,,,,,,,,,,1.0,5.6,,,1.0,5.6,,,1,5.6,,,1,5.6,"ar_active,ar_agonism,ar_reporter,mie_receptor_agonism,reporter_response"
CHEMBL174256,,CCN1C=N[C@@H](c2ccc(O)cc2Cl)[C@H]1c1ccc(O)cc1Cl,JNXKJSSQRBLMFI-DLBZAZTESA-N,351.23,C17H16Cl2N2O2,4.55,0.08,0,CHEMBL174256,,generic_bioactive,,chembl_source_target_mie_curated,CCN1C=N[C@@H](c2ccc(O)cc2Cl)[C@H]1c1ccc(O)cc1Cl,JNXKJSSQRBLMFI-DLBZAZTESA-N,1.0,7.82,,,,,,,,,,,1.0,7.82,,,,,,,,,,,,,,,,,,,,,1,7.82,"er_alpha_active,esr1_reporter,reporter_response"
CHEMBL1743245,,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,LKTNEXPODAWWFM-GHVJWSGMSA-N,333.4,C19H19N5O,4.7,-2.07,0,CHEMBL1743245,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,LKTNEXPODAWWFM-GHVJWSGMSA-N,,,1.0,7.52,,,,,,,,,,,1.0,7.52,1.0,7.52,1.0,7.52,,,,,,,,,1,7.52,1,7.52,,,1,7.52,"ahr_active,ahr_binding,ahr_agonism,ahr_reporter,mie_receptor_binding,mie_receptor_agonism,reporter_response"
CHEMBL1744065,,C[C@](O)(CSc1ccc(N=C=S)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,BDJNCLBYFBBFQM-SFHVURJKSA-N,437.47,C19H14F3N3O2S2,4.79,-1.37,0,CHEMBL1744065,,generic_bioactive,,chembl_source_target_mie_curated,C[C@](O)(CSc1ccc(N=C=S)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,BDJNCLBYFBBFQM-SFHVURJKSA-N,,,,,1.0,9.22,,,,,,,,,,,,,,,1.0,9.22,,,,,,,1,9.22,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL174502,,Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,OEUOOFPMSZOWIR-UHFFFAOYSA-N,456.63,C30H36N2O2,5.89,-0.32,0,CHEMBL174502,,generic_bioactive,,chembl_source_target_mie_curated,Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,OEUOOFPMSZOWIR-UHFFFAOYSA-N,1.0,8.54,,,,,1.0,8.54,1.0,8.54,1.0,8.54,1.0,8.54,,,,,,,,,,,,,,,1,8.54,1,8.54,1,8.54,1,8.54,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL17506,,CCCCCCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,GMEAODWEIDSCAS-XVJZUSICSA-N,416.65,C26H44N2O2,5.26,1.15,0,CHEMBL17506,,generic_bioactive,,chembl_source_target_mie_curated,CCCCCCN(C=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CC[C@]4(C)C3CC[C@@]21C,GMEAODWEIDSCAS-XVJZUSICSA-N,,,,,1.0,7.05,,,,,,,,,,,,,,,,,,,,,1.0,7.05,,,,,,,1,7.05,"ar_active,ar_reporter,reporter_response"
CHEMBL175493,,FC(F)(F)c1ccc(/C=C\c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,YWZOTDCCYHOIST-UPHRSURJSA-N,384.24,C17H9F9,6.91,-0.43,0,CHEMBL175493,,generic_bioactive,,chembl_source_target_mie_curated,FC(F)(F)c1ccc(/C=C\c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,YWZOTDCCYHOIST-UPHRSURJSA-N,,,1.0,7.22,,,,,,,,,,,1.0,7.22,1.0,7.22,,,,,,,,,,,1,7.22,1,7.22,,,,,"ahr_active,ahr_binding,ahr_agonism,mie_receptor_binding,mie_receptor_agonism"
CHEMBL175525,,CCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,KDXLDHCWXKUFFD-AATRIKPKSA-N,284.36,C18H20O3,4.27,-0.24,0,CHEMBL175525,,generic_bioactive,,chembl_source_target_mie_curated,CCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,KDXLDHCWXKUFFD-AATRIKPKSA-N,1.0,6.42,1.0,8.3,,,1.0,6.42,1.0,6.42,,,,,1.0,8.3,1.0,8.3,,,,,,,,,,,1,8.3,1,8.3,,,,,"er_alpha_active,ahr_active,esr1_binding,esr1_agonism,ahr_binding,ahr_agonism,mie_receptor_binding,mie_receptor_agonism"
CHEMBL175526,,CCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,DQKYFUQALKVCHH-VOTSOKGWSA-N,312.41,C20H24O3,5.05,-0.13,0,CHEMBL175526,,generic_bioactive,,chembl_source_target_mie_curated,CCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,DQKYFUQALKVCHH-VOTSOKGWSA-N,,,1.0,7.7,,,,,,,,,,,1.0,7.7,1.0,7.7,,,,,,,,,,,1,7.7,1,7.7,,,,,"ahr_active,ahr_binding,ahr_agonism,mie_receptor_binding,mie_receptor_agonism"
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,520.39,C23H32Cl2NO6P,5.3,1.07,1,CHEMBL1756,ESTRAMUSTINE PHOSPHATE,natural_product,,chembl_source_target_mie_curated,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,1.0,5.69,,,,,1.0,5.69,,,,,,,,,,,,,,,,,,,,,1,5.69,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL175890,,C[C@](O)(CSc1ccc(F)cc1)C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,XBXCOXOADPVALC-IBGZPJMESA-N,441.4,C20H15F4NO4S,4.43,-0.98,0,CHEMBL175890,,generic_bioactive,,chembl_source_target_mie_curated,C[C@](O)(CSc1ccc(F)cc1)C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,XBXCOXOADPVALC-IBGZPJMESA-N,,,,,1.0,6.47,,,,,,,,,,,,,,,1.0,6.47,,,,,,,1,6.47,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1760023,,CO/N=C1/c2c(cc(F)c(-c3cccc4c(C)c[nH]c34)c2F)NC(C)(C)C1O,IDOKWANEHDNOLY-XHPQRKPJSA-N,385.41,C21H21F2N3O2,4.34,-0.02,0,CHEMBL1760023,,generic_bioactive,,chembl_source_target_mie_curated,CO/N=C1/c2c(cc(F)c(-c3cccc4c(C)c[nH]c34)c2F)NC(C)(C)C1O,IDOKWANEHDNOLY-XHPQRKPJSA-N,,,,,1.0,5.55,,,,,,,,,,,,,,,1.0,5.55,,,,,,,1,5.55,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1762202,,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)C)CC(C)(C)N4)cccc12,GDJKXOLGMVNOGF-RDRPBHBLSA-N,411.5,C24H27F2N3O,6.53,-0.14,0,CHEMBL1762202,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)C)CC(C)(C)N4)cccc12,GDJKXOLGMVNOGF-RDRPBHBLSA-N,,,,,1.0,6.0,,,,,,,,,,,,,,,1.0,6.0,,,,,,,1,6.0,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1762203,,CC1(C)C/C(=N\OC(C)(C)C)c2c(cc(F)c(-c3cccc4c(Cl)c[nH]c34)c2F)N1,RGMOSYPQLNCAFJ-STBIYBPSSA-N,431.91,C23H24ClF2N3O,6.88,-0.17,0,CHEMBL1762203,,generic_bioactive,,chembl_source_target_mie_curated,CC1(C)C/C(=N\OC(C)(C)C)c2c(cc(F)c(-c3cccc4c(Cl)c[nH]c34)c2F)N1,RGMOSYPQLNCAFJ-STBIYBPSSA-N,,,,,1.0,7.05,,,,,,,,,,,,,,,1.0,7.05,,,,,,,1,7.05,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1762204,,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)C)CC(C)(C)N4)cccc12,NLDACKJWSTTYSC-MTDXEUNCSA-N,397.47,C23H25F2N3O,6.14,-0.39,0,CHEMBL1762204,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)C)CC(C)(C)N4)cccc12,NLDACKJWSTTYSC-MTDXEUNCSA-N,,,,,1.0,5.82,,,,,,,,,,,,,,,1.0,5.82,,,,,,,1,5.82,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1762209,,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)CO)CC(C)(C)N4)cccc12,SGSLRJUNARVKFS-RDRPBHBLSA-N,427.5,C24H27F2N3O2,5.51,-0.08,0,CHEMBL1762209,,generic_bioactive,,chembl_source_target_mie_curated,Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)CO)CC(C)(C)N4)cccc12,SGSLRJUNARVKFS-RDRPBHBLSA-N,,,,,1.0,6.54,,,,,,,,,,,,,,,1.0,6.54,,,,,,,1,6.54,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1762210,,CCO/N=C1/c2c(cc(F)c(-c3cccc4c(C)c[nH]c34)c2F)NC(C)(C)C1O,NMIXBOUDRDWICA-OOAXWGSJSA-N,399.44,C22H23F2N3O2,4.73,-0.11,0,CHEMBL1762210,,generic_bioactive,,chembl_source_target_mie_curated,CCO/N=C1/c2c(cc(F)c(-c3cccc4c(C)c[nH]c34)c2F)NC(C)(C)C1O,NMIXBOUDRDWICA-OOAXWGSJSA-N,,,,,1.0,6.37,,,,,,,,,,,,,,,1.0,6.37,,,,,,,1,6.37,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1766,DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,VWVSBHGCDBMOOT-IIEHVVJPSA-N,376.47,C22H29FO4,2.78,2.23,0,CHEMBL1766,DESOXIMETASONE,generic_bioactive,,chembl_source_target_mie_curated,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,VWVSBHGCDBMOOT-IIEHVVJPSA-N,,,,,1.0,6.02,,,,,,,,,,,,,,,1.0,6.02,,,,,,,1,6.02,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1766964,,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,RYKKOMQBLXQKGK-UHFFFAOYSA-N,339.42,C19H17NO3S,3.29,-0.92,0,CHEMBL1766964,,generic_bioactive,,chembl_source_target_mie_curated,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,RYKKOMQBLXQKGK-UHFFFAOYSA-N,0.0,3.15,,,,,,,0.0,3.15,,,0.0,3.15,,,,,,,,,,,,,,,,,0,3.15,,,0,3.15,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL1766966,,CS(=O)(=O)N1CCc2cc(O)ccc2C1,UQUVGFXRCJRBSJ-UHFFFAOYSA-N,227.28,C10H13NO3S,0.71,-0.82,0,CHEMBL1766966,,generic_bioactive,,chembl_source_target_mie_curated,CS(=O)(=O)N1CCc2cc(O)ccc2C1,UQUVGFXRCJRBSJ-UHFFFAOYSA-N,0.0,3.77,,,,,,,0.0,3.77,,,0.0,3.77,,,,,,,,,,,,,,,,,0,3.77,,,0,3.77,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL1766973,,COc1ccc2c(c1)CCN(C(=O)C(F)(F)F)C2,XZXDYUZQONETNG-UHFFFAOYSA-N,259.23,C12H12F3NO2,2.14,-1.2,0,CHEMBL1766973,,generic_bioactive,,chembl_source_target_mie_curated,COc1ccc2c(c1)CCN(C(=O)C(F)(F)F)C2,XZXDYUZQONETNG-UHFFFAOYSA-N,0.0,3.47,,,,,,,0.0,3.47,,,0.0,3.47,,,,,,,,,,,,,,,,,0,3.47,,,0,3.47,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL1766974,,O=C(N1CCc2cc(O)ccc2C1)C(F)(F)Cl,VVQNPNZVNMASMF-UHFFFAOYSA-N,261.65,C11H10ClF2NO2,2.11,-0.54,0,CHEMBL1766974,,generic_bioactive,,chembl_source_target_mie_curated,O=C(N1CCc2cc(O)ccc2C1)C(F)(F)Cl,VVQNPNZVNMASMF-UHFFFAOYSA-N,1.0,5.64,,,,,,,1.0,5.64,,,1.0,5.64,,,,,,,,,,,,,,,,,1,5.64,,,1,5.64,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
CHEMBL1766975,,O=C(N1CCc2cc(O)ccc2C1)C(Cl)(Cl)Cl,DNWIVWZZEIIVMJ-UHFFFAOYSA-N,294.56,C11H10Cl3NO2,2.65,-0.48,0,CHEMBL1766975,,generic_bioactive,,chembl_source_target_mie_curated,O=C(N1CCc2cc(O)ccc2C1)C(Cl)(Cl)Cl,DNWIVWZZEIIVMJ-UHFFFAOYSA-N,1.0,5.21,,,,,,,1.0,5.21,,,1.0,5.21,,,,,,,,,,,,,,,,,1,5.21,,,1,5.21,"er_alpha_active,esr1_agonism,esr1_reporter,mie_receptor_agonism,reporter_response"
