molecule_chembl_id,pref_name,canonical_smiles,standard_inchi_key,full_mwt,full_molformula,alogp,np_likeness_score,natural_product,compound_id,name,domain,chemical_class,label_source,smiles_final,standard_id,er_alpha_active,er_alpha_active_max_pchembl,ahr_active,ahr_active_max_pchembl,ar_active,ar_active_max_pchembl,esr1_binding,esr1_binding_max_pchembl,esr1_agonism,esr1_agonism_max_pchembl,esr1_antagonism,esr1_antagonism_max_pchembl,esr1_reporter,esr1_reporter_max_pchembl,ahr_binding,ahr_binding_max_pchembl,ahr_agonism,ahr_agonism_max_pchembl,ahr_reporter,ahr_reporter_max_pchembl,ar_binding,ar_binding_max_pchembl,ar_agonism,ar_agonism_max_pchembl,ar_antagonism,ar_antagonism_max_pchembl,ar_reporter,ar_reporter_max_pchembl,mie_receptor_binding,mie_receptor_binding_max_pchembl,mie_receptor_agonism,mie_receptor_agonism_max_pchembl,mie_receptor_antagonism,mie_receptor_antagonism_max_pchembl,reporter_response,reporter_response_max_pchembl,measured_tasks
CHEMBL100231,,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,DKSQEJYZOQNOID-UHFFFAOYSA-N,484.68,C32H40N2O2,6.71,-0.27,0,CHEMBL100231,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,DKSQEJYZOQNOID-UHFFFAOYSA-N,1.0,8.28,,,,,1.0,8.28,1.0,8.28,1.0,8.28,1.0,8.28,,,,,,,,,,,,,,,1,8.28,1,8.28,1,8.28,1,8.28,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL100258,,O=C(c1ccc(OC(F)F)cc1)c1oc2cc(O)ccc2c1-c1cccc2ccccc12,VXWTYXLRZQASCX-UHFFFAOYSA-N,430.41,C26H16F2O4,6.79,-0.39,0,CHEMBL100258,,generic_bioactive,,chembl_source_target_mie_curated,O=C(c1ccc(OC(F)F)cc1)c1oc2cc(O)ccc2c1-c1cccc2ccccc12,VXWTYXLRZQASCX-UHFFFAOYSA-N,1.0,6.52,,,,,1.0,6.52,,,,,,,,,,,,,,,,,,,,,1,6.52,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL100484,,O=C(c1ccccc1Cl)c1oc2cc(O)ccc2c1-c1cccc2ccccc12,PNQQAORFIRKKCA-UHFFFAOYSA-N,398.85,C25H15ClO3,6.84,-0.18,0,CHEMBL100484,,generic_bioactive,,chembl_source_target_mie_curated,O=C(c1ccccc1Cl)c1oc2cc(O)ccc2c1-c1cccc2ccccc12,PNQQAORFIRKKCA-UHFFFAOYSA-N,1.0,7.52,,,,,1.0,7.52,,,,,,,,,,,,,,,,,,,,,1,7.52,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL100595,,CC(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)c1,FZFDZCOFXXVCFT-UHFFFAOYSA-N,484.68,C32H40N2O2,6.71,-0.31,0,CHEMBL100595,,generic_bioactive,,chembl_source_target_mie_curated,CC(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)c1,FZFDZCOFXXVCFT-UHFFFAOYSA-N,1.0,7.79,,,,,1.0,7.79,1.0,7.79,1.0,7.79,1.0,7.79,,,,,,,,,,,,,,,1,7.79,1,7.79,1,7.79,1,7.79,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL100617,,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(O)c1,UWLIBOKLGCNWFW-UHFFFAOYSA-N,458.6,C29H34N2O3,5.29,-0.2,0,CHEMBL100617,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(O)c1,UWLIBOKLGCNWFW-UHFFFAOYSA-N,1.0,9.15,,,,,1.0,9.15,1.0,9.15,1.0,9.15,1.0,9.15,,,,,,,,,,,,,,,1,9.15,1,9.15,1,9.15,1,9.15,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL100763,,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,AVQUDVSCNKMYFQ-UHFFFAOYSA-N,463.02,C28H31ClN2O2,5.85,-0.4,0,CHEMBL100763,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,AVQUDVSCNKMYFQ-UHFFFAOYSA-N,1.0,8.48,,,,,1.0,8.48,1.0,8.48,1.0,8.48,1.0,8.48,,,,,,,,,,,,,,,1,8.48,1,8.48,1,8.48,1,8.48,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101083,,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,KRKKFOHLNPZSHV-UHFFFAOYSA-N,460.59,C29H33FN2O2,5.72,-0.47,0,CHEMBL101083,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,KRKKFOHLNPZSHV-UHFFFAOYSA-N,1.0,8.72,,,,,1.0,8.72,1.0,8.72,1.0,8.72,1.0,8.72,,,,,,,,,,,,,,,1,8.72,1,8.72,1,8.72,1,8.72,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101382,,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,FMWVCTJKLAVRPB-UHFFFAOYSA-N,428.58,C28H32N2O2,5.41,-0.49,1,CHEMBL101382,,natural_product,,chembl_source_target_mie_curated,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,FMWVCTJKLAVRPB-UHFFFAOYSA-N,1.0,7.78,,,,,1.0,7.78,1.0,7.78,1.0,7.78,1.0,7.78,,,,,,,,,,,,,,,1,7.78,1,7.78,1,7.78,1,7.78,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL1014,CANDESARTAN CILEXETIL,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,610.67,C33H34N6O6,6.32,-0.61,1,CHEMBL1014,CANDESARTAN CILEXETIL,natural_product,,chembl_source_target_mie_curated,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,1.0,5.07,,,1.0,5.24,,,1.0,5.07,1.0,5.07,1.0,5.07,,,,,,,0.0,4.77,1.0,5.24,1.0,5.24,1.0,5.24,0,4.77,1,5.24,1,5.24,1,5.24,"er_alpha_active,ar_active,esr1_agonism,esr1_antagonism,esr1_reporter,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101719,,CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)c1,RPGDQMYAMWXMLX-UHFFFAOYSA-N,485.67,C31H39N3O2,5.65,-0.44,0,CHEMBL101719,,generic_bioactive,,chembl_source_target_mie_curated,CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)c1,RPGDQMYAMWXMLX-UHFFFAOYSA-N,1.0,7.7,,,,,1.0,7.7,,,,,1.0,7.7,,,,,,,,,,,,,,,1,7.7,,,,,1,7.7,"er_alpha_active,esr1_binding,esr1_reporter,mie_receptor_binding,reporter_response"
CHEMBL1018,DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N,266.34,C18H18O2,4.6,0.43,1,CHEMBL1018,DIENESTROL,natural_product,,chembl_source_target_mie_curated,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,NFDFQCUYFHCNBW-SCGPFSFSSA-N,1.0,8.46,,,,,1.0,8.46,,,,,,,,,,,,,,,,,,,,,1,8.46,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL101807,,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccccc1,AIFWSSWVFCKBHO-UHFFFAOYSA-N,442.6,C29H34N2O2,5.58,-0.25,0,CHEMBL101807,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccccc1,AIFWSSWVFCKBHO-UHFFFAOYSA-N,1.0,8.59,,,,,1.0,8.59,1.0,8.59,1.0,8.59,1.0,8.59,,,,,,,,,,,,,,,1,8.59,1,8.59,1,8.59,1,8.59,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101907,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(C)cc(Br)c1)Oc1ccccc1-3,BDYFDDGUXXUNJN-UHFFFAOYSA-N,446.39,C26H24BrNO,7.51,0.31,0,CHEMBL101907,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(C)cc(Br)c1)Oc1ccccc1-3,BDYFDDGUXXUNJN-UHFFFAOYSA-N,,,,,1.0,5.91,,,,,,,,,,,,,,,1.0,5.46,1.0,5.91,1.0,5.91,1.0,5.91,1,5.46,1,5.91,1,5.91,1,5.91,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101914,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccccc1)Oc1ccccc1-3,KGVGNTCIQIYLQU-UHFFFAOYSA-N,353.47,C25H23NO,6.44,0.52,0,CHEMBL101914,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccccc1)Oc1ccccc1-3,KGVGNTCIQIYLQU-UHFFFAOYSA-N,,,,,1.0,6.13,,,,,,,,,,,,,,,1.0,5.73,1.0,6.13,1.0,6.13,1.0,6.13,1,5.73,1,6.13,1,6.13,1,6.13,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL101997,,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,XAAZIBLMLWLEJF-UHFFFAOYSA-N,446.57,C28H31FN2O2,5.33,-0.47,0,CHEMBL101997,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,XAAZIBLMLWLEJF-UHFFFAOYSA-N,1.0,8.8,,,,,1.0,8.8,1.0,8.8,1.0,8.8,1.0,8.8,,,,,,,,,,,,,,,1,8.8,1,8.8,1,8.8,1,8.8,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL1023,BEXAROTENE,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,348.49,C24H28O2,6.1,0.55,1,CHEMBL1023,BEXAROTENE,natural_product,,chembl_source_target_mie_curated,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,0.0,4.6,,,,,0.0,4.6,,,,,,,,,,,,,,,,,,,,,0,4.6,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL102403,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)cc1)Oc1ccccc1-3,NTXRXSSTKKNELF-UHFFFAOYSA-N,367.49,C26H25NO,6.75,0.39,0,CHEMBL102403,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)cc1)Oc1ccccc1-3,NTXRXSSTKKNELF-UHFFFAOYSA-N,,,,,1.0,5.91,,,,,,,,,,,,,,,1.0,5.63,1.0,5.91,1.0,5.91,1.0,5.91,1,5.63,1,5.91,1,5.91,1,5.91,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL102541,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(Cl)cc(Cl)c1)Oc1ccccc1-3,DTIMQMAYRMJPRM-UHFFFAOYSA-N,422.36,C25H21Cl2NO,7.75,0.23,0,CHEMBL102541,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(Cl)cc(Cl)c1)Oc1ccccc1-3,DTIMQMAYRMJPRM-UHFFFAOYSA-N,,,,,1.0,5.96,,,,,,,,,,,,,,,1.0,5.59,1.0,5.96,1.0,5.96,1.0,5.96,1,5.59,1,5.96,1,5.96,1,5.96,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL102720,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(C)c1)Oc1ccccc1-3,MMQYPFTZXJAWGY-UHFFFAOYSA-N,401.94,C26H24ClNO,7.4,0.14,0,CHEMBL102720,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(C)c1)Oc1ccccc1-3,MMQYPFTZXJAWGY-UHFFFAOYSA-N,,,,,1.0,5.85,,,,,,,,,,,,,,,1.0,5.73,1.0,5.85,1.0,5.85,1.0,5.85,1,5.73,1,5.85,1,5.85,1,5.85,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL102754,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(F)c1)Oc1ccccc1-3,WNRXXFMGMKLIHP-UHFFFAOYSA-N,405.9,C25H21ClFNO,7.24,-0.07,0,CHEMBL102754,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(F)c1)Oc1ccccc1-3,WNRXXFMGMKLIHP-UHFFFAOYSA-N,,,,,1.0,5.84,,,,,,,,,,,,,,,1.0,5.84,1.0,5.66,1.0,5.66,1.0,5.66,1,5.84,1,5.66,1,5.66,1,5.66,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,314.47,C21H30O2,4.72,2.23,1,CHEMBL103,PROGESTERONE,natural_product,,chembl_source_target_mie_curated,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,,,,,1.0,8.07,,,,,,,,,,,,,,,1.0,8.07,1.0,7.43,1.0,7.43,1.0,7.43,1,8.07,1,7.43,1,7.43,1,7.43,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103092,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)c(F)c1)Oc1ccccc1-3,NTYALJAURYTROE-UHFFFAOYSA-N,385.48,C26H24FNO,6.89,0.02,0,CHEMBL103092,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)c(F)c1)Oc1ccccc1-3,NTYALJAURYTROE-UHFFFAOYSA-N,,,,,1.0,5.91,,,,,,,,,,,,,,,1.0,5.8,1.0,5.91,1.0,5.91,1.0,5.91,1,5.8,1,5.91,1,5.91,1,5.91,"ar_active,ar_binding,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103232,,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Br)cc1)Oc1ccccc1-3,POYMYRFGHYKMSL-UHFFFAOYSA-N,432.36,C25H22BrNO,7.21,0.38,0,CHEMBL103232,,generic_bioactive,,chembl_source_target_mie_curated,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Br)cc1)Oc1ccccc1-3,POYMYRFGHYKMSL-UHFFFAOYSA-N,,,,,1.0,6.32,,,,,,,,,,,,,,,,,1.0,6.32,1.0,6.32,1.0,6.32,,,1,6.32,1,6.32,1,6.32,"ar_active,ar_agonism,ar_antagonism,ar_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103294,,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,VFTGSSVGPZVFJF-UHFFFAOYSA-N,477.05,C29H33ClN2O2,6.24,-0.4,0,CHEMBL103294,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,VFTGSSVGPZVFJF-UHFFFAOYSA-N,1.0,8.51,,,,,1.0,8.51,1.0,8.51,1.0,8.51,1.0,8.51,,,,,,,,,,,,,,,1,8.51,1,8.51,1,8.51,1,8.51,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103305,,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(Cl)c1,IOFOGLZEKKPQKF-UHFFFAOYSA-N,477.05,C29H33ClN2O2,6.24,-0.49,0,CHEMBL103305,,generic_bioactive,,chembl_source_target_mie_curated,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(Cl)c1,IOFOGLZEKKPQKF-UHFFFAOYSA-N,1.0,8.35,,,,,1.0,8.35,1.0,8.35,1.0,8.35,1.0,8.35,,,,,,,,,,,,,,,1,8.35,1,8.35,1,8.35,1,8.35,"er_alpha_active,esr1_binding,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_binding,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL103650,,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,AGADFQNWGUDFRP-UHFFFAOYSA-N,319.38,C21H18FNO,4.68,-0.38,0,CHEMBL103650,,generic_bioactive,,chembl_source_target_mie_curated,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,AGADFQNWGUDFRP-UHFFFAOYSA-N,1.0,6.54,,,,,1.0,6.54,,,,,,,,,,,,,,,,,,,,,1,6.54,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL104,CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,344.85,C22H17ClN2,5.38,-0.58,1,CHEMBL104,CLOTRIMAZOLE,natural_product,,chembl_source_target_mie_curated,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,,,,,1.0,5.11,,,,,,,,,,,,,,,1.0,5.11,,,,,,,1,5.11,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL104416,,CC/C(=C(/c1ccc(OCC(=O)O)cc1)c1cccc(O)c1)c1ccccc1,CAPHKVMHGPLJRK-ZNTNEXAZSA-N,374.44,C24H22O4,5.22,-0.07,0,CHEMBL104416,,generic_bioactive,,chembl_source_target_mie_curated,CC/C(=C(/c1ccc(OCC(=O)O)cc1)c1cccc(O)c1)c1ccccc1,CAPHKVMHGPLJRK-ZNTNEXAZSA-N,1.0,5.84,,,,,1.0,5.84,,,,,,,,,,,,,,,,,,,,,1,5.84,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL10560,,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1,LMAFSLWCXOQARP-ATZDWAIDSA-N,284.4,C19H24O2,3.54,1.82,0,CHEMBL10560,,generic_bioactive,,chembl_source_target_mie_curated,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1,LMAFSLWCXOQARP-ATZDWAIDSA-N,1.0,7.05,,,1.0,6.38,1.0,7.05,,,,,,,,,,,,,1.0,6.38,,,,,,,1,7.05,,,,,,,"er_alpha_active,ar_active,esr1_binding,ar_binding,mie_receptor_binding"
CHEMBL106,FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,306.28,C13H12F2N6O,0.74,-0.86,0,CHEMBL106,FLUCONAZOLE,generic_bioactive,,chembl_source_target_mie_curated,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,,,,,0.0,4.86,,,,,,,,,,,,,,,0.0,4.86,,,,,,,0,4.86,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1062,HYDROXYPROGESTERONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,330.47,C21H30O3,3.84,1.99,1,CHEMBL1062,HYDROXYPROGESTERONE,natural_product,,chembl_source_target_mie_curated,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,,,,,1.0,6.31,,,,,,,,,,,,,,,1.0,6.31,,,,,,,1,6.31,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,418.57,C25H38O5,4.59,2.12,1,CHEMBL1064,SIMVASTATIN,natural_product,,chembl_source_target_mie_curated,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,RYMZZMVNJRMUDD-HGQWONQESA-N,,,,,0.0,4.74,,,,,,,,,,,,,,,0.0,4.74,,,,,,,0,4.74,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL1065,METHYSERGIDE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N,353.47,C21H27N3O2,1.94,0.74,1,CHEMBL1065,METHYSERGIDE,natural_product,,chembl_source_target_mie_curated,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N,,,,,0.0,4.73,,,,,,,,,,,,,,,0.0,4.73,,,,,,,0,4.73,,,,,,,"ar_active,ar_binding,mie_receptor_binding"
CHEMBL106773,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,SBXYYKVYOGLJOX-GYHWCHFESA-N,374.44,C24H22O4,5.22,-0.05,0,CHEMBL106773,,generic_bioactive,,chembl_source_target_mie_curated,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,SBXYYKVYOGLJOX-GYHWCHFESA-N,1.0,6.3,,,,,1.0,6.3,,,,,,,,,,,,,,,,,,,,,1,6.3,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL1076306,,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CCC[C@@H]12,FBBUVYMNJTXJOH-IDLUEMFASA-N,314.43,C20H26O3,4.22,1.87,0,CHEMBL1076306,,generic_bioactive,,chembl_source_target_mie_curated,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CCC[C@@H]12,FBBUVYMNJTXJOH-IDLUEMFASA-N,1.0,5.21,,,,,1.0,5.21,,,,,,,,,,,,,,,,,,,,,1,5.21,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL1076903,VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,JQSHBVHOMNKWFT-DTORHVGOSA-N,211.27,C13H13N3,1.8,0.25,1,CHEMBL1076903,VARENICLINE,natural_product,,chembl_source_target_mie_curated,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,JQSHBVHOMNKWFT-DTORHVGOSA-N,1.0,5.34,,,,,,,1.0,5.34,1.0,5.34,1.0,5.34,,,,,,,,,,,,,,,,,1,5.34,1,5.34,1,5.34,"er_alpha_active,esr1_agonism,esr1_antagonism,esr1_reporter,mie_receptor_agonism,mie_receptor_antagonism,reporter_response"
CHEMBL1079905,PROPENTOFYLLINE,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,RBQOQRRFDPXAGN-UHFFFAOYSA-N,306.37,C15H22N4O3,1.07,-1.07,1,CHEMBL1079905,PROPENTOFYLLINE,natural_product,,chembl_source_target_mie_curated,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,RBQOQRRFDPXAGN-UHFFFAOYSA-N,0.0,4.54,,,,,0.0,4.54,,,,,,,,,,,,,,,,,,,,,0,4.54,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
CHEMBL1081361,,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CCCC2=O,JPMPZOSFYWJSOX-QPWUGHHJSA-N,318.84,C19H23ClO2,4.86,1.62,0,CHEMBL1081361,,generic_bioactive,,chembl_source_target_mie_curated,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CCCC2=O,JPMPZOSFYWJSOX-QPWUGHHJSA-N,1.0,6.11,,,,,1.0,6.11,,,,,,,,,,,,,,,,,,,,,1,6.11,,,,,,,"er_alpha_active,esr1_binding,mie_receptor_binding"
