bank_name,task,fold_id,compound_id,self_compound_in_bank,alt_id_same_smiles_in_bank
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3037757,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID30382104,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3038800,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3038808,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3038939,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID30396867,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3040722,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3040728,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3041247,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3041530,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3041790,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3041794,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3041954,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3027403,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3029653,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3031860,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3031862,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3031864,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3032389,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3032412,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3032591,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3032751,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3033307,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3034165,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3042059,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3042261,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3042390,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3044203,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3044544,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3044590,1,1
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3044623,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047132,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047265,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047346,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047429,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047558,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047633,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID3047681,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4020290,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4020292,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4020664,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4020791,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4020822,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021006,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021393,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021426,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021553,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021894,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021921,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4021923,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4022020,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4022070,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4022153,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4024143,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4024985,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4025080,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4025292,1,0
v1_bank,esr1_binding,scaffold_holdout_01,DTXSID4025296,1,0
