compound_id,dtxsid,name,smiles_final,qsar_ready_smiles,ms_ready_smiles,smiles_ctx,exclusion_reason
DTXSID5023954,DTXSID5023954,Technical chlordane,,,,,missing_smiles_final
DTXSID5025071,DTXSID5025071,"1,2-Dihydro-2,2,4-trimethylquinoline, polymer",,,,,missing_smiles_final
DTXSID5026124,DTXSID5026124,"N,N,N',N'-Tetramethyl-p-phenylenediamine",,,,,missing_smiles_final
DTXSID5027851,DTXSID5027851,"2,4,4-Trimethylpentene",,,,,missing_smiles_final
DTXSID5027936,DTXSID5027936,"2-Propenoic acid, 2-methyl-, monoester with 1,2-propanediol",,,,,missing_smiles_final
DTXSID5027982,DTXSID5027982,Diisononyl adipate,,,,,missing_smiles_final
DTXSID5028033,DTXSID5028033,Triisononyl trimellitate,,,,,missing_smiles_final
DTXSID5028665,DTXSID5028665,DINP branched,,,,,missing_smiles_final
DTXSID5029055,DTXSID5029055,"4-Nonylphenol, branched",,,,,missing_smiles_final
DTXSID5029059,DTXSID5029059,"Perfluoro compounds, C5-18",,,,,missing_smiles_final
DTXSID5031428,DTXSID5031428,Dihydroergotoxine mesylate,,,,,missing_smiles_final
DTXSID5044318,DTXSID5044318,Chloramine T hydrate (1:x),,,,,missing_smiles_final
DTXSID5045750,DTXSID5045750,Amperozide hydrochloride,,,,,missing_smiles_final
DTXSID5045839,DTXSID5045839,Polymixin B sulfate,,,,,missing_smiles_final
DTXSID5047245,DTXSID5047245,Corexit 9500,,,,,missing_smiles_final
DTXSID5047796,DTXSID5047796,Formalin,,,,,missing_smiles_final
DTXSID5047829,DTXSID5047829,Paromomycin sulfate,,,,,missing_smiles_final
DTXSID5048683,DTXSID5048683,"Eprinomectin (B1a, B1b mixture)",,,,,missing_smiles_final
DTXSID5048897,DTXSID5048897,"N,N-Dipropyltryptamine hydrochloride (1:x)",,,,,missing_smiles_final
DTXSID5049023,DTXSID5049023,Potassium antimony(III) tartrate hydrate,,,,,missing_smiles_final
DTXSID5049445,DTXSID5049445,NTP Mix57 CT1 62-EQP,,,,,missing_smiles_final
DTXSID5049447,DTXSID5049447,NTP Mix59 CT1 62-GP,,,,,missing_smiles_final
DTXSID5049449,DTXSID5049449,NTP Mix61 CT1 62-GP,,,,,missing_smiles_final
DTXSID5049491,DTXSID5049491,NTP Mix50 CT1 3-EQP,,,,,missing_smiles_final
DTXSID5049493,DTXSID5049493,NTP Mix51 CT1 3-EQP,,,,,missing_smiles_final
DTXSID5049495,DTXSID5049495,NTP Mix2 AR1 4-EQP,,,,,missing_smiles_final
DTXSID5049497,DTXSID5049497,NTP Mix4 AR1 8-EQC,,,,,missing_smiles_final
DTXSID5049499,DTXSID5049499,NTP Mix6 AR1 8-7EQP,,,,,missing_smiles_final
DTXSID5049520,DTXSID5049520,NTP Mix100 ER1 10-EQP,,,,,missing_smiles_final
DTXSID5049522,DTXSID5049522,NTP Mix102 ER1 10-EQP,,,,,missing_smiles_final
DTXSID5049524,DTXSID5049524,NTP Mix104 ER1 10-EQP,,,,,missing_smiles_final
DTXSID5049526,DTXSID5049526,NTP Mix106 ER1 10-EQP,,,,,missing_smiles_final
DTXSID5049528,DTXSID5049528,NTP Mix108 ER1 10-GP,,,,,missing_smiles_final
DTXSID5052911,DTXSID5052911,DSH spr 2012_LSW,,,,,missing_smiles_final
DTXSID5052913,DTXSID5052913,DSH spr 2012_Knife,,,,,missing_smiles_final
DTXSID5057911,DTXSID5057911,MED_EnvEDCMix_9EQC,,,,,missing_smiles_final
DTXSID5057913,DTXSID5057913,MED_ChemSTMix_5EQC,,,,,missing_smiles_final
DTXSID5057915,DTXSID5057915,MED_ERAntagonMix_4EQC,,,,,missing_smiles_final
DTXSID5057917,DTXSID5057917,MED_ERBothMix_8EQC,,,,,missing_smiles_final
DTXSID50858871,DTXSID50858871,EPAMED_Water_Set2-5,,,,,missing_smiles_final
DTXSID50858876,DTXSID50858876,EPAMED_Water_Set2-10,,,,,missing_smiles_final
DTXSID50858891,DTXSID50858891,EPAMED_Water_Set2-25,,,,,missing_smiles_final
DTXSID50858896,DTXSID50858896,EPAMED_Water_Set2-30,,,,,missing_smiles_final
DTXSID50858912,DTXSID50858912,EPAMED_Water_Set2-46,,,,,missing_smiles_final
DTXSID50858917,DTXSID50858917,EPAMED_Water_Set2-51,,,,,missing_smiles_final
DTXSID50872714,DTXSID50872714,EPAMED_Water_Set3-9,,,,,missing_smiles_final
DTXSID50872719,DTXSID50872719,EPAMED_Water_Set3-14,,,,,missing_smiles_final
DTXSID50872734,DTXSID50872734,EPAMED_Water_Set3-29,,,,,missing_smiles_final
DTXSID50872739,DTXSID50872739,EPAMED_Water_Set3-34,,,,,missing_smiles_final
DTXSID50872754,DTXSID50872754,EPAMED_Water_Set3-49,,,,,missing_smiles_final
DTXSID50903830,DTXSID50903830,EPAMED_Water_Set4-6,,,,,missing_smiles_final
DTXSID50903835,DTXSID50903835,EPAMED_Water_Set4-11,,,,,missing_smiles_final
DTXSID50903850,DTXSID50903850,EPAMED_Water_Set4-26,,,,,missing_smiles_final
DTXSID50903855,DTXSID50903855,EPAMED_Water_Set4-41,,,,,missing_smiles_final
DTXSID50903870,DTXSID50903870,EPAMED_Water_Set5-11,,,,,missing_smiles_final
DTXSID50903875,DTXSID50903875,EPAMED_Water_Set5-16,,,,,missing_smiles_final
DTXSID50903890,DTXSID50903890,EPAMED_Water_Set5-31,,,,,missing_smiles_final
DTXSID50903895,DTXSID50903895,EPAMED_Water_Set5-36,,,,,missing_smiles_final
DTXSID601339557,DTXSID601339557,AFFF Solberg F1 (0.5X) +  F2 (0.5X),,,,,missing_smiles_final
DTXSID601339595,DTXSID601339595,AFFF Solberg F2 blank,,,,,missing_smiles_final
DTXSID601351793,DTXSID601351793,Dodecanoic acid; Propylparaben (67:33),,,,,missing_smiles_final
DTXSID6021084,DTXSID6021084,Gamma-Oryzanol,,,,,missing_smiles_final
DTXSID6021113,DTXSID6021113,Peppermint oil,,,,,missing_smiles_final
DTXSID6027395,DTXSID6027395,Sorbitan monododecanoate,,,,,missing_smiles_final
DTXSID6027634,DTXSID6027634,1-Propene tetramer,,,,,missing_smiles_final
DTXSID6027844,DTXSID6027844,"1,2,3,6-Tetrahydromethyl-3,6-methanophthalic anhydride",,,,,missing_smiles_final
DTXSID6029335,DTXSID6029335,Sorbitan monohexadecanoate,,,,,missing_smiles_final
DTXSID6029755,DTXSID6029755,"1,2-Propanediol monobutyl ether",,,,,missing_smiles_final
DTXSID6031209,DTXSID6031209,tert-Butyl hydroperoxide (70% Solution in Water),,,,,missing_smiles_final
DTXSID6033326,DTXSID6033326,Chlorowax 500C,,,,,missing_smiles_final
DTXSID6041557,DTXSID6041557,Dihydromyrcenol,,,,,missing_smiles_final
DTXSID6044484,DTXSID6044484,Isononanamine,,,,,missing_smiles_final
DTXSID6044935,DTXSID6044935,"Chromium acetate, basic",,,,,missing_smiles_final
DTXSID6045111,DTXSID6045111,Adriamycin hydrochloride-DNA complex,,,,,missing_smiles_final
DTXSID6046688,DTXSID6046688,"1,2-Benzenediol, 4,4′-[1,6-hexanediylbis[imino(1-hydroxy-2,1-ethanediyl)]]bis-, sulfate (salt)",,,,,missing_smiles_final
DTXSID6046894,DTXSID6046894,Cytochrome C,,,,,missing_smiles_final
DTXSID6047527,DTXSID6047527,"Adipic acid, polypropyleneglycol, laurate",,,,,missing_smiles_final
DTXSID6045406,DTXSID6045406,Vitamin K2,,,,,missing_smiles_final
DTXSID6045822,DTXSID6045822,Colistimethate sodium,,,,,missing_smiles_final
DTXSID6048755,DTXSID6048755,Aloin,,,,,missing_smiles_final
DTXSID6049480,DTXSID6049480,NTP Mix43 CT1 3-EQP,,,,,missing_smiles_final
DTXSID6049482,DTXSID6049482,NTP Mix45 CT1 3-EQP,,,,,missing_smiles_final
DTXSID6049484,DTXSID6049484,NTP Mix37 CT1 2-EQP,,,,,missing_smiles_final
DTXSID6049486,DTXSID6049486,NTP Mix34 CT1 1-EQP,,,,,missing_smiles_final
DTXSID6049488,DTXSID6049488,NTP Mix48 CT1 3-EQP,,,,,missing_smiles_final
DTXSID6049511,DTXSID6049511,NTP Mix18 AR1 8-GP,,,,,missing_smiles_final
DTXSID6049513,DTXSID6049513,NTP Mix20 AR1 8-GP,,,,,missing_smiles_final
DTXSID6049515,DTXSID6049515,NTP Mix117 ER1 5-EQP,,,,,missing_smiles_final
DTXSID6049517,DTXSID6049517,NTP Mix97 ER1 10-EQC,,,,,missing_smiles_final
DTXSID6049519,DTXSID6049519,NTP Mix98 ER1 10-EQP,,,,,missing_smiles_final
DTXSID6049561,DTXSID6049561,NTP Mix31 AR2 7-EQC,,,,,missing_smiles_final
DTXSID6052900,DTXSID6052900,MX-WWTP,,,,,missing_smiles_final
DTXSID6052902,DTXSID6052902,EF-WWTP,,,,,missing_smiles_final
DTXSID6052904,DTXSID6052904,Sappi 2013_WLSSD-EF,,,,,missing_smiles_final
DTXSID6052906,DTXSID6052906,DSH fall 2012_Prox,,,,,missing_smiles_final
DTXSID6052908,DTXSID6052908,DSH fall 2012_Rice,,,,,missing_smiles_final
DTXSID6057908,DTXSID6057908,MED_ChemMix_7EnvC,,,,,missing_smiles_final
DTXSID60858867,DTXSID60858867,EPAMED_Water_Set2-1,,,,,missing_smiles_final
DTXSID60858882,DTXSID60858882,EPAMED_Water_Set2-16,,,,,missing_smiles_final
DTXSID60858887,DTXSID60858887,EPAMED_Water_Set2-21,,,,,missing_smiles_final
DTXSID60858903,DTXSID60858903,EPAMED_Water_Set2-37,,,,,missing_smiles_final
DTXSID60858908,DTXSID60858908,EPAMED_Water_Set2-42,,,,,missing_smiles_final
DTXSID60872720,DTXSID60872720,EPAMED_Water_Set3-15,,,,,missing_smiles_final
DTXSID60872725,DTXSID60872725,EPAMED_Water_Set3-20,,,,,missing_smiles_final
DTXSID60872740,DTXSID60872740,EPAMED_Water_Set3-35,,,,,missing_smiles_final
DTXSID60872745,DTXSID60872745,EPAMED_Water_Set3-40,,,,,missing_smiles_final
DTXSID60903826,DTXSID60903826,EPAMED_Water_Set4-2,,,,,missing_smiles_final
DTXSID60903841,DTXSID60903841,EPAMED_Water_Set4-17,,,,,missing_smiles_final
DTXSID60903846,DTXSID60903846,EPAMED_Water_Set4-22,,,,,missing_smiles_final
DTXSID60903861,DTXSID60903861,EPAMED_Water_Set5-2,,,,,missing_smiles_final
DTXSID60903866,DTXSID60903866,EPAMED_Water_Set5-7,,,,,missing_smiles_final
DTXSID60903881,DTXSID60903881,EPAMED_Water_Set5-22,,,,,missing_smiles_final
DTXSID60903886,DTXSID60903886,EPAMED_Water_Set5-27,,,,,missing_smiles_final
DTXSID701339598,DTXSID701339598,AFFF Solberg F3 blank,,,,,missing_smiles_final
DTXSID701351796,DTXSID701351796,1-Phenyl-3-methyl-5-pyrazolone; Propylparaben (67:33),,,,,missing_smiles_final
DTXSID701351803,DTXSID701351803,2-(Phenylmethylene)octanal and Triclosan (50:50),,,,,missing_smiles_final
DTXSID7021283,DTXSID7021283,Strobane,,,,,missing_smiles_final
DTXSID7021368,DTXSID7021368,Toxaphene,,,,,missing_smiles_final
DTXSID7024534,DTXSID7024534,Annatto,,,,,missing_smiles_final
DTXSID7024740,DTXSID7024740,Casanthrol,,,,,missing_smiles_final
DTXSID7024742,DTXSID7024742,Castor oil,,,,,missing_smiles_final
DTXSID7024906,DTXSID7024906,D & C Yellow 11,,,,,missing_smiles_final
DTXSID7025219,DTXSID7025219,Sodium dodecylbenzenesulfonate,,,,,missing_smiles_final
DTXSID7037684,DTXSID7037684,Polybrene,,,,,missing_smiles_final
DTXSID7027916,DTXSID7027916,Neodecanoic acid,,,,,missing_smiles_final
DTXSID7028015,DTXSID7028015,Tripropylene glycol diacrylate,,,,,missing_smiles_final
DTXSID7028306,DTXSID7028306,"Fatty acids, C16-18",,,,,missing_smiles_final
DTXSID7028774,DTXSID7028774,Alkyl (C12-C14) glycidyl ether,,,,,missing_smiles_final
DTXSID7028776,DTXSID7028776,"Phenol, 4-methyl-, reaction products with dicyclopentadiene and isobutylene",,,,,missing_smiles_final
DTXSID7044978,DTXSID7044978,"Bis[(2-ethyl-2,5-dimethylhexanoyl)oxy](dimethyl)stannane",,,,,missing_smiles_final
DTXSID7045360,DTXSID7045360,"Piperazine, 1-[(4-chlorophenyl)phenylmethyl]-4-methyl-, hydrochloride (1:?)",,,,,missing_smiles_final
DTXSID7046708,DTXSID7046708,Polyethylene glycol polymer with hexadecyl ether,,,,,missing_smiles_final
DTXSID7046750,DTXSID7046750,Hyaluronic acid,,,,,missing_smiles_final
DTXSID7047140,DTXSID7047140,Isopropyl citrate (Mixture),,,,,missing_smiles_final
DTXSID7047853,DTXSID7047853,Vinrosidine sulfate (1:x),,,,,missing_smiles_final
DTXSID7048584,DTXSID7048584,Aviptadil,,,,,missing_smiles_final
DTXSID7048877,DTXSID7048877,Ibogaine hydrochloride (1:x),,,,,missing_smiles_final
DTXSID7048954,DTXSID7048954,Gonadorelin hydrochloride,,,,,missing_smiles_final
DTXSID7049471,DTXSID7049471,NTP Mix39 CT1 2-EQP,,,,,missing_smiles_final
DTXSID7049473,DTXSID7049473,NTP Mix54 CT1 3-EQP,,,,,missing_smiles_final
DTXSID7049475,DTXSID7049475,NTP Mix56 CT1 3-EQP,,,,,missing_smiles_final
DTXSID7049477,DTXSID7049477,NTP Mix41 CT1 3-EQP,,,,,missing_smiles_final
DTXSID7049479,DTXSID7049479,NTP Mix33 CT1 1-EQP,,,,,missing_smiles_final
DTXSID7049500,DTXSID7049500,NTP Mix7 AR1 8-7EQP,,,,,missing_smiles_final
DTXSID7049502,DTXSID7049502,NTP Mix9 AR1 8-7EQP,,,,,missing_smiles_final
DTXSID7049504,DTXSID7049504,NTP Mix11 AR1 8-7EQP,,,,,missing_smiles_final
DTXSID7049506,DTXSID7049506,NTP Mix13 AR1 8-GP,,,,,missing_smiles_final
DTXSID7049508,DTXSID7049508,NTP Mix15 AR1 8-GP,,,,,missing_smiles_final
DTXSID7049550,DTXSID7049550,NTP Mix95 ER AR1 18-GP,,,,,missing_smiles_final
DTXSID7049552,DTXSID7049552,NTP Mix22 AR2 2-EQP,,,,,missing_smiles_final
DTXSID7049554,DTXSID7049554,NTP Mix24 AR2 2-EQP,,,,,missing_smiles_final
DTXSID7049556,DTXSID7049556,NTP Mix26 AR2 2-EQP,,,,,missing_smiles_final
DTXSID7049558,DTXSID7049558,NTP Mix32 AR2 7-EQP,,,,,missing_smiles_final
DTXSID7052866,DTXSID7052866,cis-Permethrin in cyclohexane,,,,,missing_smiles_final
DTXSID7057814,DTXSID7057814,Ethyl eicosapentaenoate,,,,,missing_smiles_final
DTXSID70858873,DTXSID70858873,EPAMED_Water_Set2-7,,,,,missing_smiles_final
DTXSID70858878,DTXSID70858878,EPAMED_Water_Set2-12,,,,,missing_smiles_final
DTXSID70858893,DTXSID70858893,EPAMED_Water_Set2-27,,,,,missing_smiles_final
DTXSID70858898,DTXSID70858898,EPAMED_Water_Set2-32,,,,,missing_smiles_final
DTXSID70858914,DTXSID70858914,EPAMED_Water_Set2-48,,,,,missing_smiles_final
DTXSID70858919,DTXSID70858919,EPAMED_Water_Set2-53,,,,,missing_smiles_final
DTXSID70872711,DTXSID70872711,EPAMED_Water_Set3-6,,,,,missing_smiles_final
DTXSID70872716,DTXSID70872716,EPAMED_Water_Set3-11,,,,,missing_smiles_final
DTXSID70872731,DTXSID70872731,EPAMED_Water_Set3-26,,,,,missing_smiles_final
DTXSID70872736,DTXSID70872736,EPAMED_Water_Set3-31,,,,,missing_smiles_final
DTXSID70872751,DTXSID70872751,EPAMED_Water_Set3-46,,,,,missing_smiles_final
DTXSID70872756,DTXSID70872756,EPAMED_Water_Set3-51,,,,,missing_smiles_final
DTXSID70903832,DTXSID70903832,EPAMED_Water_Set4-8,,,,,missing_smiles_final
DTXSID70903837,DTXSID70903837,EPAMED_Water_Set4-13,,,,,missing_smiles_final
DTXSID70903852,DTXSID70903852,EPAMED_Water_Set4-28,,,,,missing_smiles_final
DTXSID70903857,DTXSID70903857,EPAMED_Water_Set4-43,,,,,missing_smiles_final
DTXSID70903872,DTXSID70903872,EPAMED_Water_Set5-13,,,,,missing_smiles_final
DTXSID70903877,DTXSID70903877,EPAMED_Water_Set5-18,,,,,missing_smiles_final
DTXSID70903892,DTXSID70903892,EPAMED_Water_Set5-33,,,,,missing_smiles_final
DTXSID801339553,DTXSID801339553,AFFF Solberg F1 (1X),,,,,missing_smiles_final
DTXSID801351787,DTXSID801351787,Propylparaben; Butylated hydroxytoluene (67:33),,,,,missing_smiles_final
DTXSID801351799,DTXSID801351799,Propylparaben and Triclosan (50:50),,,,,missing_smiles_final
DTXSID801351806,DTXSID801351806,Citric acid; Bexarotene (50:50),,,,,missing_smiles_final
DTXSID8021486,DTXSID8021486,"1,​2,​3-​Benzenetricarboxylic acid, hydrate (1:x)",,,,,missing_smiles_final
DTXSID8023892,DTXSID8023892,Abamectin,,,,,missing_smiles_final
DTXSID8027870,DTXSID8027870,"3-(Dodecenyl)dihydro-2,5-furandione",,,,,missing_smiles_final
DTXSID8027878,DTXSID8027878,"2-Propenoic acid, monoester with 1,2-propanediol",,,,,missing_smiles_final
DTXSID8027905,DTXSID8027905,"Dihydro-3-(tetrapropenyl)-2,5-furandione",,,,,missing_smiles_final
DTXSID8027955,DTXSID8027955,Isooctyl acrylate,,,,,missing_smiles_final
DTXSID8028842,DTXSID8028842,Sodium polyphosphate,,,,,missing_smiles_final
DTXSID8029369,DTXSID8029369,Vinyl neodecanoate,,,,,missing_smiles_final
DTXSID8031366,DTXSID8031366,Ginkgo biloba extract,,,,,missing_smiles_final
DTXSID8034742,DTXSID8034742,"Milbemectin (mixture of 70% Milbemycin A4, 30% Milbemycin A3)",,,,,missing_smiles_final
DTXSID8034873,DTXSID8034873,Pyrethrins,,,,,missing_smiles_final
DTXSID8040775,DTXSID8040775,Terpineol,,,,,missing_smiles_final
DTXSID8042006,DTXSID8042006,Glyceryl monooctanoate,,,,,missing_smiles_final
DTXSID8044175,DTXSID8044175,Clove leaf oil,,,,,missing_smiles_final
DTXSID8044177,DTXSID8044177,Nutmeg oil,,,,,missing_smiles_final
DTXSID8044541,DTXSID8044541,Isocyclocitral,,,,,missing_smiles_final
DTXSID8044911,DTXSID8044911,Isooctyl 3-mercaptopropionate,,,,,missing_smiles_final
DTXSID8045355,DTXSID8045355,Bacitracin,,,,,missing_smiles_final
DTXSID8046290,DTXSID8046290,Viomycin sulfate (1:x),,,,,missing_smiles_final
DTXSID8046666,DTXSID8046666,C.I. Basic Violet 1,,,,,missing_smiles_final
DTXSID8046826,DTXSID8046826,Uricase from Bacillus fastidiosus,,,,,missing_smiles_final
DTXSID8047218,DTXSID8047218,"Sodium bisulfite, mixture of NaHSO3 and Na2S2O5",,,,,missing_smiles_final
DTXSID8047395,DTXSID8047395,"Diisononyl cyclohexane-1,2-dicarboxylate",,,,,missing_smiles_final
DTXSID8049460,DTXSID8049460,NTP Mix72 CT1 62-GP,,,,,missing_smiles_final
DTXSID8049462,DTXSID8049462,NTP Mix74 CT1 62-GP,,,,,missing_smiles_final
DTXSID8049464,DTXSID8049464,NTP Mix76 CT1 62-GP,,,,,missing_smiles_final
DTXSID8049466,DTXSID8049466,NTP Mix78 CT1 62-GP,,,,,missing_smiles_final
DTXSID8049468,DTXSID8049468,NTP Mix80 CT1 62-GP,,,,,missing_smiles_final
DTXSID8049541,DTXSID8049541,NTP Mix86 ER AR1 18-EQP,,,,,missing_smiles_final
DTXSID8049543,DTXSID8049543,NTP Mix88 ER AR1 18-GP,,,,,missing_smiles_final
DTXSID8049545,DTXSID8049545,NTP Mix90 ER AR1 18-GP,,,,,missing_smiles_final
DTXSID8049547,DTXSID8049547,NTP Mix92 ER AR1 18-GP,,,,,missing_smiles_final
DTXSID8049549,DTXSID8049549,NTP Mix94 ER AR1 18-GP,,,,,missing_smiles_final
DTXSID80858869,DTXSID80858869,EPAMED_Water_Set2-3,,,,,missing_smiles_final
DTXSID80858884,DTXSID80858884,EPAMED_Water_Set2-18,,,,,missing_smiles_final
DTXSID80858889,DTXSID80858889,EPAMED_Water_Set2-23,,,,,missing_smiles_final
DTXSID80858900,DTXSID80858900,EPAMED_Water_Set2-34,,,,,missing_smiles_final
DTXSID80858905,DTXSID80858905,EPAMED_Water_Set2-39,,,,,missing_smiles_final
DTXSID80858920,DTXSID80858920,EPAMED_Water_Set2-54,,,,,missing_smiles_final
DTXSID80872707,DTXSID80872707,EPAMED_Water_Set3-2,,,,,missing_smiles_final
DTXSID80872722,DTXSID80872722,EPAMED_Water_Set3-17,,,,,missing_smiles_final
DTXSID80872727,DTXSID80872727,EPAMED_Water_Set3-22,,,,,missing_smiles_final
DTXSID80872742,DTXSID80872742,EPAMED_Water_Set3-37,,,,,missing_smiles_final
DTXSID80872747,DTXSID80872747,EPAMED_Water_Set3-42,,,,,missing_smiles_final
DTXSID80903828,DTXSID80903828,EPAMED_Water_Set4-4,,,,,missing_smiles_final
DTXSID80903843,DTXSID80903843,EPAMED_Water_Set4-19,,,,,missing_smiles_final
DTXSID80903848,DTXSID80903848,EPAMED_Water_Set4-24,,,,,missing_smiles_final
DTXSID80903863,DTXSID80903863,EPAMED_Water_Set5-4,,,,,missing_smiles_final
DTXSID80903868,DTXSID80903868,EPAMED_Water_Set5-9,,,,,missing_smiles_final
DTXSID80903883,DTXSID80903883,EPAMED_Water_Set5-24,,,,,missing_smiles_final
DTXSID80903888,DTXSID80903888,EPAMED_Water_Set5-29,,,,,missing_smiles_final
DTXSID901339556,DTXSID901339556,AFFF Solberg F1 (0.33X) + F2 (0.33X) + F3 (0.33X),,,,,missing_smiles_final
DTXSID901351485,DTXSID901351485,Propylparaben; 2-(Phenylmethylene)octanal (67:33),,,,,missing_smiles_final
DTXSID8047630,DTXSID8047630,Tetronic 701,,,,,missing_smiles_final
DTXSID8047711,DTXSID8047711,"Oils, bran",,,,,missing_smiles_final
DTXSID8048604,DTXSID8048604,Leucomycin tartrate,,,,,missing_smiles_final
DTXSID8048608,DTXSID8048608,Lysozyme hydrochloride,,,,,missing_smiles_final
DTXSID9023883,DTXSID9023883,Aroclor 1016,,,,,missing_smiles_final
DTXSID9020326,DTXSID9020326,Chromic oxide pigment,,,,,missing_smiles_final
DTXSID90274132,DTXSID90274132,DOWANOL DiPPH Glycol Ether,,,,,missing_smiles_final
DTXSID9027948,DTXSID9027948,"Dihydro-3-(octadecenyl)-2,5-furandione",,,,,missing_smiles_final
DTXSID9029017,DTXSID9029017,"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",,,,,missing_smiles_final
DTXSID9029061,DTXSID9029061,"Hexanol, acetate, branched and linear",,,,,missing_smiles_final
DTXSID9029300,DTXSID9029300,Polysorbate 60,,,,,missing_smiles_final
DTXSID9029304,DTXSID9029304,Glyceryl stearate,,,,,missing_smiles_final
DTXSID9034317,DTXSID9034317,Benzalkonium chloride,,,,,missing_smiles_final
DTXSID9034737,DTXSID9034737,Metiram,,,,,missing_smiles_final
DTXSID9024853,DTXSID9024853,"Creosote, wood",,,,,missing_smiles_final
DTXSID9026051,DTXSID9026051,Stoddard solvent,,,,,missing_smiles_final
DTXSID9044900,DTXSID9044900,Tricyclodecanedimethanol,,,,,missing_smiles_final
DTXSID9044902,DTXSID9044902,Calcium neodecanoate,,,,,missing_smiles_final
DTXSID9044904,DTXSID9044904,C.I. Acid Blue 22,,,,,missing_smiles_final
DTXSID9044958,DTXSID9044958,Trimethylsilyl silicate,,,,,missing_smiles_final
DTXSID9042338,DTXSID9042338,Di(propylene glycol) tert-butyl ether,,,,,missing_smiles_final
DTXSID9044580,DTXSID9044580,Pentaerythritol allyl ether,,,,,missing_smiles_final
DTXSID9047708,DTXSID9047708,Igepal CO-890,,,,,missing_smiles_final
DTXSID9047831,DTXSID9047831,Levamisole resinate,,,,,missing_smiles_final
DTXSID9048776,DTXSID9048776,Zanapezil fumarate (1:x),,,,,missing_smiles_final
DTXSID9046318,DTXSID9046318,(+/-) -Niguldipine hydrochloride (1:x),,,,,missing_smiles_final
DTXSID9046819,DTXSID9046819,Diethylaminoethyl-sephacel,,,,,missing_smiles_final
DTXSID9049451,DTXSID9049451,NTP Mix63 CT1 62-GP,,,,,missing_smiles_final
DTXSID9049453,DTXSID9049453,NTP Mix65 CT1 62-GP,,,,,missing_smiles_final
DTXSID9049455,DTXSID9049455,NTP Mix67 CT1 62-GP,,,,,missing_smiles_final
DTXSID9049457,DTXSID9049457,NTP Mix69 CT1 62-GP,,,,,missing_smiles_final
DTXSID9049459,DTXSID9049459,NTP Mix71 CT1 62-GP,,,,,missing_smiles_final
DTXSID9049530,DTXSID9049530,NTP Mix110 ER1 10-GP,,,,,missing_smiles_final
DTXSID9049532,DTXSID9049532,NTP Mix112 ER1 10-GP,,,,,missing_smiles_final
DTXSID9049534,DTXSID9049534,NTP Mix114 ER1 10-GP,,,,,missing_smiles_final
DTXSID9049536,DTXSID9049536,NTP Mix116 ER1 10-GP,,,,,missing_smiles_final
DTXSID9049538,DTXSID9049538,NTP Mix83 ER AR1 18-EQC,,,,,missing_smiles_final
DTXSID9052890,DTXSID9052890,AKIA112012,,,,,missing_smiles_final
DTXSID9052892,DTXSID9052892,SPCO-121212,,,,,missing_smiles_final
DTXSID9052894,DTXSID9052894,RFPR-032713,,,,,missing_smiles_final
DTXSID9052896,DTXSID9052896,PSNJ-121112,,,,,missing_smiles_final
DTXSID9052898,DTXSID9052898,FAR-UP,,,,,missing_smiles_final
DTXSID9057890,DTXSID9057890,Anti-OP-18/Stathmin antibody produced in rabbit,,,,,missing_smiles_final
DTXSID90858693,DTXSID90858693,Polyoxyethylene branched-C9-alkylphenol,,,,,missing_smiles_final
DTXSID90858870,DTXSID90858870,EPAMED_Water_Set2-4,,,,,missing_smiles_final
DTXSID90858875,DTXSID90858875,EPAMED_Water_Set2-9,,,,,missing_smiles_final
DTXSID90858890,DTXSID90858890,EPAMED_Water_Set2-24,,,,,missing_smiles_final
DTXSID90858895,DTXSID90858895,EPAMED_Water_Set2-29,,,,,missing_smiles_final
DTXSID90858911,DTXSID90858911,EPAMED_Water_Set2-45,,,,,missing_smiles_final
DTXSID90858916,DTXSID90858916,EPAMED_Water_Set2-50,,,,,missing_smiles_final
DTXSID90872713,DTXSID90872713,EPAMED_Water_Set3-8,,,,,missing_smiles_final
DTXSID90872718,DTXSID90872718,EPAMED_Water_Set3-13,,,,,missing_smiles_final
DTXSID90872733,DTXSID90872733,EPAMED_Water_Set3-28,,,,,missing_smiles_final
DTXSID90872738,DTXSID90872738,EPAMED_Water_Set3-33,,,,,missing_smiles_final
DTXSID90872753,DTXSID90872753,EPAMED_Water_Set3-48,,,,,missing_smiles_final
DTXSID90903834,DTXSID90903834,EPAMED_Water_Set4-10,,,,,missing_smiles_final
DTXSID90903839,DTXSID90903839,EPAMED_Water_Set4-15,,,,,missing_smiles_final
DTXSID90903854,DTXSID90903854,EPAMED_Water_Set4-30,,,,,missing_smiles_final
DTXSID90903859,DTXSID90903859,EPAMED_Water_Set4-45,,,,,missing_smiles_final
DTXSID90903874,DTXSID90903874,EPAMED_Water_Set5-15,,,,,missing_smiles_final
DTXSID90903879,DTXSID90903879,EPAMED_Water_Set5-20,,,,,missing_smiles_final
DTXSID90903894,DTXSID90903894,EPAMED_Water_Set5-35,,,,,missing_smiles_final
DTXSID0024840,DTXSID0024840,Cobaltocene,[Co].c1cccc1.c1cccc1,,,[Co].c1cccc1.c1cccc1,no_parseable_smiles
DTXSID2024616,DTXSID2024616,Vanadocene dichloride,Cl[V]Cl.c1cccc1.c1cccc1,,,Cl[V]Cl.c1cccc1.c1cccc1,no_parseable_smiles
