memory_name,compound_id,name,domain,reference_group,label_source,esr1_binding,tanimoto,murcko_scaffold,task,query_compound_id,query_name,query_delta_score
pollutant_only,DTXSID7029904,Fluorotelomer alcohol 8:2,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,0.0,0.5,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
pollutant_only,DTXSID50382621,7:3 Fluorotelomer alcohol,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.45454547,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
pollutant_only,DTXSID2047565,"1H,1H,2H,2H-Perfluorooctyl iodide",pollutant,pollutant_only,ctx_target_mie_curated_endpoints,0.0,0.36363637,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
generic_bioactive,CHEMBL382598,CHEMBL382598,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.18181819,O=S(=O)(Nc1ccccc1)c1ccccc1,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
generic_bioactive,CHEMBL372997,CHEMBL372997,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.16666667,O=S(=O)(Nc1ccccc1)c1ccccc1,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
generic_bioactive,CHEMBL5198631,CHEMBL5198631,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.16071428,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
generic_bioactive,CHEMBL132868,CHEMBL132868,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.15151516,c1ccc(CCc2ccccc2)cc1,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
generic_bioactive,CHEMBL1900054,CHEMBL1900054,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.14814815,c1ccc(Cc2ccccc2)cc1,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
mixed,DTXSID50369896,"1H,1H,10H,10H-Perfluorodecane-1,10-diol",pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,1.0,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
mixed,DTXSID5044572,Fluorotelomer alcohol 6:2,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.5,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
mixed,DTXSID7029904,Fluorotelomer alcohol 8:2,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,0.0,0.5,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
mixed,DTXSID50382621,7:3 Fluorotelomer alcohol,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.45454547,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
mixed,DTXSID2047565,"1H,1H,2H,2H-Perfluorooctyl iodide",pollutant,pollutant_only,ctx_target_mie_curated_endpoints,0.0,0.36363637,NO_SCAFFOLD,esr1_binding,DTXSID30396867,"1H,1H,8H,8H-Perfluorooctane-1,8-diol",0.7453660686810812
pollutant_only,DTXSID1034187,Tamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
pollutant_only,DTXSID3037094,4-Hydroxytamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.8974359,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
pollutant_only,DTXSID2021367,Toremifene citrate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.7380952,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
pollutant_only,DTXSID8020337,Clomiphene citrate (1:1),pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.54347825,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
pollutant_only,DTXSID7047146,Diethylstilbestrol dipropionate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.39534885,C(=Cc1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
generic_bioactive,CHEMBL83,TAMOXIFEN,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
generic_bioactive,CHEMBL5085178,CHEMBL5085178,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7804878,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
generic_bioactive,CHEMBL786,TAMOXIFEN CITRATE,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7446808,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
generic_bioactive,CHEMBL5084400,CHEMBL5084400,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.73333335,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
generic_bioactive,CHEMBL5083006,CHEMBL5083006,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.6976744,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
mixed,CHEMBL83,TAMOXIFEN,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
mixed,DTXSID1034187,Tamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
mixed,DTXSID3037094,4-Hydroxytamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.8974359,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
mixed,CHEMBL5085178,CHEMBL5085178,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7804878,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
mixed,CHEMBL786,TAMOXIFEN CITRATE,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7446808,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID8021301,Tamoxifen citrate,0.7351930061976115
pollutant_only,DTXSID8021301,Tamoxifen citrate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
pollutant_only,DTXSID3037094,4-Hydroxytamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.8974359,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
pollutant_only,DTXSID2021367,Toremifene citrate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.7380952,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
pollutant_only,DTXSID8020337,Clomiphene citrate (1:1),pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.54347825,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
pollutant_only,DTXSID7047146,Diethylstilbestrol dipropionate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.39534885,C(=Cc1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
generic_bioactive,CHEMBL83,TAMOXIFEN,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
generic_bioactive,CHEMBL5085178,CHEMBL5085178,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7804878,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
generic_bioactive,CHEMBL786,TAMOXIFEN CITRATE,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7446808,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
generic_bioactive,CHEMBL5084400,CHEMBL5084400,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.73333335,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
generic_bioactive,CHEMBL5083006,CHEMBL5083006,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.6976744,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
mixed,CHEMBL83,TAMOXIFEN,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
mixed,DTXSID8021301,Tamoxifen citrate,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,1.0,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
mixed,DTXSID3037094,4-Hydroxytamoxifen,pollutant,pollutant_only,ctx_target_mie_curated_endpoints,1.0,0.8974359,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
mixed,CHEMBL5085178,CHEMBL5085178,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7804878,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
mixed,CHEMBL786,TAMOXIFEN CITRATE,generic_bioactive,generic_bioactive,chembl_source_target_mie_curated,1.0,0.7446808,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,esr1_binding,DTXSID1034187,Tamoxifen,0.7351930061976115
